Alimento,Cantidad_sugerida,Unidad,Peso_bruto,Peso_neto,Energia,Proteina,Lipidos,Carbohidratos,Fibra,Vitamina_A,Acido_Ascorbico,Acido_Folico,Hierro,Potasio,Calcio,Selenio,Fosforo,Sodio,Colesterol,AG_saturados,AG_monoinsaturados,AG_poliinsaturados,Azucar,IG,CG,Grupo
Dip preparado con crema,2,cucharada,30,30,48,1,3.9,1.9,0,0,0,0,0,0,0,0,0,154.8,19.4,2.9,0,0,0,0,0,Aceites y grasas
Media crema,2,cucharada,30,30,40,0.8,3.4,1.2,0,0,0,0,0,0,0,0,0,12,12,2.2,1,0.2,0,0,0,Aceites y grasas
Guacamole,2,cucharada,28,28,46,1,3.7,2.7,0,0,0,0,0,0,0,0,0,195.7,0,0,0,0,0,0,0,Aceites y grasas
Vinagreta comercial,1 1/2,cucharada,23,23,46,0,3.8,3,0,0,0,0,0,0,0,0,0,187.5,0,0.8,0,0,0,0,0,Aceites y grasas
Crema ácida,2,cucharada,21,21,46,0.7,4.4,0.9,0,0,0,0,0,0,0,0,0,10.5,8.8,2.8,1.2,0.2,0,0,0,Aceites y grasas
Crema 20% grasa (dulce),1 1/3,cucharada,21,21,41,0.6,4.1,0.8,0,0,0,0,0,0,0,0,0,8.5,14,2.6,1,0.1,0,0,0,Aceites y grasas
Crema para batir,1 1/2,cucharada,21,21,41,0.6,4.1,0.8,0,0,0,0,0,0,0,0,0,8.4,13.9,2.5,1,0.1,0,0,0,Aceites y grasas
Salsa velouté,1 1/2,cucharada,21,21,38,0.6,3.4,1.1,0,0,0,0,0,0,0,0,0,98.3,8.6,0,0,0,0,0,0,Aceites y grasas
Granos de elote crudos,2,cucharada,21,21,18,0.7,0.2,4,0.6,1.9,1.4,9.7,0.1,56.7,0,0,0,0,0,0,0,0,0,54,2.16,Verduras
Harina de trigo,2 1/2,cucharada,20,20,71,2,0.2,14.9,0.5,0,0,5.2,0.9,0,3,0,0,0.3,0,0,0,0,0.3,41,6.109,Cereales sin grasa
Semilla de calabaza menuda,2,cucharada,20,15,65,5.3,4.1,3,0,0,0,0,0,0,0,0,0,0,0,0.7,1.5,0,0,0,0,Aceites y grasas con proteína
Harina de trigo integral,2 1/2,cucharada,19,19,64,2.6,0.3,13.6,2.3,0,0,8.3,0.7,0,6.4,0,0,0.4,0,0,0,0,0.4,30,4.08,Cereales sin grasa
Calahua,1,cucharada,19,19,35,0.5,3.3,1.6,0,0,0,0,0,0,0,0,0,9.4,0,2.9,0.1,0,0,0,0,Aceites y grasas
Queso parmesano,3 1/2,cucharada,18,18,75,6.7,5,0.9,0,20.5,0,0,0.2,0,194.1,3,0,267.6,15.4,0,0,0,0,0,0,AOAMG
Queso parmesano rallado,3 1/2,cucharada,18,18,75,6.7,5,0.9,0,20.5,0,0,0.2,0,194.1,3,0,267.6,15.4,0,0,0,0,0,0,AOAMG
Pepita limpia,1 1/2,cucharada,15,15,79,5,6.4,2,0,0,0,0,0,0,0,0,0,2.7,0,1.2,2,2.9,0,0,0,Aceites y grasas con proteína
Sustituto de huevo en polvo,3,cucharada,15,15,67,8.3,2,3.3,0,55.4,0,0,0.5,0,48.9,19.2,0,120,85.8,0,0,0,0,0,0,AOABG
Crema,1,cucharada,15,15,43,0,3.2,2.1,0,0,0,0,0,0,0,0,0,0,10.7,2.1,0,0,0,0,0,Aceites y grasas
Crema natural,1,cucharada,15,15,43,0,3.2,2.1,0,0,0,0,0,0,0,0,0,0,10.7,2.1,0,0,0,0,0,Aceites y grasas
Crema batida en aerosol,5,cucharada,15,15,40,0.5,3.5,2,0,0,0,0,0,0,0,0,0,20,10,2,1,0,0,0,0,Aceites y grasas
Semilla de calabaza,1 1/2,cucharada,15,11,61,3.4,5.1,1.6,0,0,0,0,0,0,0,0,0,0,0,0.9,1.9,2.2,0,0,0,Aceites y grasas con proteína
Chocolate fundido, 3/4,Cucharada,14,14,59,0.3,1.5,10.9,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,10.4,43,5,Azúcares con grasa
Salsa alfredo,1,cucharada,14,14,44,0.7,4.3,0.8,0,0,0,0,0,0,0,0,0,50.8,7,0,0,0,0,0,0,Aceites y grasas
Crema entera,1,cucharada,14,14,41,0.3,4.3,0.4,0,0,0,0,0,0,0,0,0,4.7,15.9,2.7,1.3,0.1,0,0,0,Aceites y grasas
Crema ligera,1,cucharada,14,14,41,0.3,4.3,0.4,0,0,0,0,0,0,0,0,0,4.7,15.9,2.7,1.3,0.1,0,0,0,Aceites y grasas
Crema para café,1,cucharada,14,14,41,0.3,4.3,0.4,0,0,0,0,0,0,0,0,0,4.7,15.9,2.7,1.3,0.1,0,0,0,Aceites y grasas
Ajonjolí tostado,5,cucharada,13,13,75,2.2,6.3,3.4,0,0,0,0,0,0,0,0,0,5.1,0,0.9,2.4,2.8,0,0,0,Aceites y grasas con proteína
Cacahuates cubiertos con salsa y limón,2,cucharada,13,13,72,2.6,4.6,5.3,0,0,0,0,0,0,0,0,0,124.7,0,0,0,0,0,0,0,Aceites y grasas con proteína
Pepitas con cáscara,2,cucharada,13,13,70,3.5,5.6,1.3,0,0,0,0,0,0,0,0,0,520,0,0.9,2.2,2.6,0,0,0,Aceites y grasas con proteína
Pepitas tostadas,1,cucharada,13,13,69,4.3,5.5,1.8,0,0,0,0,0,0,0,0,0,2.3,0,1.1,1.7,2.5,0,0,0,Aceites y grasas con proteína
Paté de cerdo,1,cucharada,13,13,61,1.5,5.8,0.6,0,0,0,0,0,0,0,0,0,91.9,20,1.9,3.4,0.1,0,0,0,Aceites y grasas con proteína
Paté de ganso,1,cucharada,13,13,61,1.5,5.8,0.6,0,0,0,0,0,0,0,0,0,91.9,20,1.9,3.4,0.1,0,0,0,Aceites y grasas con proteína
Paté de hígado de cerdo,1,cucharada,13,13,61,1.5,5.8,0.6,0,0,0,0,0,0,0,0,0,91.9,20,1.9,3.4,0.1,0,0,0,Aceites y grasas con proteína
Paté de hígado de ternera,1,cucharada,13,13,61,1.5,5.8,0.6,0,0,0,0,0,0,0,0,0,91.9,20,1.9,3.4,0.1,0,0,0,Aceites y grasas con proteína
Paté de ternera,1,cucharada,13,13,61,1.5,5.8,0.6,0,0,0,0,0,0,0,0,0,91.9,20,1.9,3.4,0.1,0,0,0,Aceites y grasas con proteína
Paté de Foie Gras,1,cucharada,13,13,60,1.5,5.7,0.6,0,0,0,0,0,0,0,0,0,90.6,19.5,1.9,3.3,0.1,0,0,0,Aceites y grasas con proteína
Queso crema,1,cucharada,13,13,46,1,4.6,0.4,0,0,0,0,0,0,0,0,0,39,14.4,2.9,1.3,0.2,0,0,0,Aceites y grasas
Queso Philadelphia,1,cucharada,13,13,46,1,4.6,0.4,0,0,0,0,0,0,0,0,0,39,14.4,2.9,1.3,0.2,0,0,0,Aceites y grasas
Crema 40% grasa (agria),1,cucharada,13,13,45,0.3,4.8,0.4,0,0,0,0,0,0,0,0,0,4.9,17.8,3,1.2,0.1,0,0,0,Aceites y grasas
Crema agria,1,cucharada,13,13,44,0.3,4.8,0.4,0,0,0,0,0,0,0,0,0,4.9,17.6,3,1.2,0.1,0,0,0,Aceites y grasas
Queso crema bajo en grasa,1,cucharada,13,13,32,1.1,3,0.3,0,0,0,0,0,0,0,0,0,51.1,6.1,2.1,0,0,0,0,0,Aceites y grasas
Nueces mixtas,1,cucharada,12,12,74,2,6.8,2.6,0,0,0,0,0,0,0,0,0,78.2,0,1,3.8,1.6,0,0,0,Aceites y grasas con proteína
Almendra fileteada,2,cucharada,12,12,72,2.5,6.5,2.2,0,0,0,0,0,0,0,0,0,0,0,0.5,4.3,1.4,0,0,0,Aceites y grasas con proteína
Almendra tostada,10,cucharada,12,12,71,2,6.3,3,0,0,0,0,0,0,0,0,0,1.3,0,0.6,4.1,1.3,0,0,0,Aceites y grasas con proteína
Pepitas de calabaza,1 1/2,cucharada,12,12,66,3.6,5.5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas con proteína
Crema batida,1 1/2,cucharada,12,12,42,0.2,4.4,0.3,0,0,0,0,0,0,0,0,0,4.8,16.8,2.8,1.3,0.2,0,0,0,Aceites y grasas
Crema chantilly,1 1/2,cucharada,12,12,42,0.2,4.4,0.3,0,0,0,0,0,0,0,0,0,4.8,16.8,2.8,1.3,0.2,0,0,0,Aceites y grasas
Piñón,1,cucharada,10,10,64,1.2,6.2,2,0,0,0,0,0,0,0,0,0,7.1,0,1,2.3,2.6,0,0,0,Aceites y grasas con proteína
Selección de botana mexicana,1,cucharada,10,10,62,2.3,5,2,0,0,0,0,0,0,0,0,0,120,0,0.7,2.3,2,0,0,0,Aceites y grasas con proteína
Queso crema untable,1,cucharada,10,10,37,0.7,3.7,0.3,0,0,0,0,0,0,0,0,0,31.6,11.6,2.3,0,0,0,0,0,Aceites y grasas
Coco rallado,1 1/2,cucharada,9,9,44,0.3,3.1,4.2,0,0,0,0,0,0,0,0,0,22.9,0,2.7,0.1,0,0,0,0,Aceites y grasas
Coco rallado y endulzado,1 1/2,cucharada,9,9,44,0.3,3.1,4.2,0,0,0,0,0,0,0,0,0,22.9,0,2.7,0.1,0,0,0,0,Aceites y grasas
Coco seco,1 1/2,cucharada,9,9,44,0.3,3.1,4.2,0,0,0,0,0,0,0,0,0,22.9,0,2.7,0.1,0,0,0,0,Aceites y grasas
Coco seco y endulzado,1 1/2,cucharada,9,9,44,0.3,3.1,4.2,0,0,0,0,0,0,0,0,0,22.9,0,2.7,0.1,0,0,0,0,Aceites y grasas
Coco en hojuelas,2,cucharada,9,9,44,0.3,3,4.4,0,0,0,0,0,0,0,0,0,23.6,0,2.6,0.1,0,0,0,0,Aceites y grasas
Salsa holandesa industrializada, 1/2,cucharada,8,8,44,0.9,3.7,2.6,0,0,0,0,0,0,0,0,0,292,9.4,2.2,1.1,0.2,0,0,0,Aceites y grasas
Aderezo rach, 1/2,cucharada,8,8,44,0,4.7,0.5,0,0,0,0,0,0,0,0,0,69.8,1.3,0.8,0,0,0,0,0,Aceites y grasas
Aderezo tipo ranch, 1/2,cucharada,8,8,44,0,4.7,0.5,0,0,0,0,0,0,0,0,0,69.8,1.3,0.8,0,0,0,0,0,Aceites y grasas
Aderezo de ciruela pasa, 1/2,cucharada,8,8,39,0.1,3.9,1.1,0,0,0,0,0,0,0,0,0,35.7,11.1,0.6,2.4,0.7,0,0,0,Aceites y grasas
Aderezo blue cheese, 1/2,cucharada,8,8,38,0.4,3.9,0.6,0,0,0,0,0,0,0,0,0,82,1.5,0.8,0.9,2.1,0,0,0,Aceites y grasas
Aderezo cremoso, 1/2,cucharada,8,8,38,0.4,3.9,0.6,0,0,0,0,0,0,0,0,0,82,1.5,0.8,0.9,2.1,0,0,0,Aceites y grasas
Aderezo roquefort, 1/2,cucharada,8,8,38,0.4,3.9,0.6,0,0,0,0,0,0,0,0,0,82,1.5,0.8,0.9,2.1,0,0,0,Aceites y grasas
Aderezo tipo blue cheese, 1/2,cucharada,8,8,38,0.4,3.9,0.6,0,0,0,0,0,0,0,0,0,82,1.5,0.8,0.9,2.1,0,0,0,Aceites y grasas
Aderezo ruso, 1/2,cucharada,8,8,37,0.1,3.8,0.8,0,0,0,0,0,0,0,0,0,65,1.5,0.6,0.9,2.2,0,0,0,Aceites y grasas
Praliné, 1/2,cucharada,8,8,36,0.2,1.9,5,0,0,0,0,0,0,0,0,0,4.9,0,0.1,1.2,0.5,0,70,3.5,Aceites y grasas
Vinagreta, 1/2,cucharada,8,8,36,0,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,2,0,0,0,Aceites y grasas
Aderezo de miel y mostaza, 1/2,cucharada,8,8,36,0,3.6,1,0,0,0,0,0,0,0,0,0,48.4,0,0.5,0,0,0,0,0,Aceites y grasas
Aderezo italiano, 1/2,cucharada,8,8,35,0.1,3.6,0.8,0,0,0,0,0,0,0,0,0,59,0,0.6,0.9,2.1,0,0,0,Aceites y grasas
Aderezo tipo cesar, 1/2,cucharada,8,8,33,0.3,3.3,0.5,0,0,0,0,0,0,0,0,0,92.5,1.3,0.6,0,0,0,0,0,Aceites y grasas
Aderezo jalapeño, 1/2,cucharada,8,8,33,0.1,3.4,0.7,0,0,0,0,0,0,0,0,0,30.4,11.1,0.5,2.1,0.6,0,0,0,Aceites y grasas
Aderezo con queso y ajo, 1/2,cucharada,8,8,33,0,3.8,0.2,0,0,0,0,0,0,0,0,0,77.3,0,0.6,0,0,0,0,0,Aceites y grasas
Aderezo francés, 1/2,cucharada,8,8,32,0,3.1,1.3,0,0,0,0,0,0,0,0,0,102.7,0,0.7,0.6,1.6,0,0,0,Aceites y grasas
Aderezo tipo francés, 1/2,cucharada,8,8,32,0,3.1,1.3,0,0,0,0,0,0,0,0,0,102.7,0,0.7,0.6,1.6,0,0,0,Aceites y grasas
Aderezo de hierbas finas, 1/2,cucharada,8,8,31,0.1,3.2,0.8,0,0,0,0,0,0,0,0,0,73,0,0.5,2.3,0.3,0,0,0,Aceites y grasas
Aderezo italiano cremoso, 1/2,cucharada,8,8,28,0,2.8,0.8,0,0,0,0,0,0,0,0,0,57.5,0,1,0,0,0,0,0,Aceites y grasas
Aderezo mil islas, 1/2,cucharada,8,8,28,0,2.7,1.1,0,0,0,0,0,0,0,0,0,52.5,1.9,0.5,0.6,1.5,0,0,0,Aceites y grasas
Aderezo tipo mil islas, 1/2,cucharada,8,8,28,0,2.7,1.1,0,0,0,0,0,0,0,0,0,52.5,1.9,0.5,0.6,1.5,0,0,0,Aceites y grasas
Aderezo de mayonesa, 1/2,cucharada,7,7,51,0.1,5.4,0.3,0,0,0,0,0,0,0,0,0,41.8,18.2,0.9,3.4,1,0,0,0,Aceites y grasas
Bebida para deportistas, 1/4,bote sport,152,152,40,0,0,9.8,0,0,0,0,0,0,0,0,0,59.4,0,0,0,0,8,78,8,Azúcares sin grasa
Cacahuates confitados, 1/4,bolsa,14,14,72,1.4,4.3,7.1,0,0,0,0,0,0,0,0,0,36.7,0.7,1.5,2,0.6,0,0,0,Aceites y grasas con proteína
Surimi, 2/3,barra,40,40,39,6,0.4,2.7,0,7.9,0,0,0.1,0,3.7,11.1,0,56.6,11.9,0,0,0,0,0,0,AOAMBG
Chocolate con galleta y caramelo, 1/2,barra,15,15,75,0.7,3.7,9.7,0,0,0,0,0,0,0,0,0,29.7,0,0,0,0,7.2,44,4,Azúcares con grasa
Retazo,,,350,35,104,5.6,8.9,0,0,4.2,0,0,0.6,0,2.8,1.1,0,20.7,25.9,0,0,0,0,0,0,AOAAG
Retazo con hueso,,,350,35,104,5.6,8.9,0,0,4.2,0,0,0.6,0,2.8,1.1,0,20.7,25.9,0,0,0,0,0,0,AOAAG
Retazo de res,,,350,35,104,5.6,8.9,0,0,4.2,0,0,0.6,0,2.8,1.1,0,20.7,25.9,0,0,0,0,0,0,AOAAG
Retazo de ternera,,,350,35,104,5.6,8.9,0,0,4.2,0,0,0.6,0,2.8,0.9,0,20.7,25.9,0,0,0,0,0,0,AOAAG
Retazo de pollo,,,350,35,104,5.6,8.9,0,0,4.2,0,0,0.6,0,2.8,0.7,0,20.7,25.9,0,0,0,0,0,0,AOAAG
Leche descremada con chocolate,,,300,300,189,9.7,3,31.3,0,174,0,0,0,0,345,0,0,183,9,0,0,0,30,34,4.25,Leche con azúcar
Yoghurt Lala Vive con fibra 0%,,,250,250,90,6.5,0.5,16,0,0,0,0,0,0,200,0,0,100,0,0,0,0,0,33,5.28,Leche descremada
Yoghurt Lala Siluette Plus de fruta,,,250,250,85,7.3,0.5,13,0,0,0,0,0,0,255,0,0,100,0,0,0,0,0,33,4.29,Leche descremada
Yoghurt para beber con fruta bajo en calorias,,,250,250,80,5.5,0,14,0,0,0,0,0,0,200,0,0,82.5,0,0,0,0,0,35,4.9,Leche descremada
Leche descremada,,,245,245,86,8.4,0.4,11.9,0,149,0,0,0,0,302,0,0,126,4,0,0,0,0,31,3.689,Leche descremada
Leche semidescremada 1%,,,244,244,102,8,2.6,11.7,0,144,0,0,0,0,300,0,0,117.1,10,0,0,0,0,31,3.627,Leche semidescremada
Leche malteada de chocolate,,,240,240,202,8.1,7.8,26.2,0,818.4,0,0,0,0,307.2,0,0,208.8,24,0,0,0,25,34,8.908,Leche con azúcar
Leche con chocolate,,,240,240,200,7.6,8.2,24.9,0,151.2,0,0,0,0,268.8,0,0,143,29.8,0,0,0,23,34,8.466,Leche con azúcar
Leche semidescremada sabor chocolate,,,240,240,182,7.2,4.6,29.1,0,153.6,0,0,0,0,261.6,0,0,158.4,19.2,0,0,0,23,34,9.894,Leche con azúcar
Leche con chocolate semidescremada 1%,,,240,240,182,7.2,4.6,29.1,0,142.1,0,0,0,0,261.6,0,0,158.4,6.7,0,0,0,23,34,9.894,Leche con azúcar
Leche hervida,,,240,240,163,8.2,9.1,12.5,0,74.4,0,0,0,0,271.2,0,0,117.6,33.6,0,0,0,0,31,3.875,Leche entera
Leche,,,240,240,148,7.9,8,11.2,0,74.8,0,0,0,0,286.2,0,0,118,32.5,0,0,0,0,31,3.472,Leche entera
Leche caliente,,,240,240,148,7.9,8,11.2,0,74.8,0,0,0,0,286.2,0,0,118,32.5,0,0,0,0,31,3.472,Leche entera
Leche de vaca,,,240,240,148,7.9,8,11.2,0,74.8,0,0,0,0,286.2,0,0,118,32.5,0,0,0,0,31,3.472,Leche entera
Leche entera,,,240,240,148,7.9,8,11.2,0,74.8,0,0,0,0,286.2,0,0,118,32.5,0,0,0,0,31,3.472,Leche entera
Leche fría,,,240,240,148,7.9,8,11.2,0,74.8,0,0,0,0,286.2,0,0,118,32.5,0,0,0,0,31,3.472,Leche entera
Leche entera baja en sodio,,,240,240,147,7.5,8.3,10.7,0,76.7,0,0,0,0,242,0,0,5.9,32.5,0,0,0,0,31,3.317,Leche entera
Leche pasteurizada,,,240,240,146,7.9,7.9,11.3,0,74.4,0,0,0,0,285.6,0,0,117.6,33.6,0,0,0,0,31,3.503,Leche entera
Leche preparada,,,240,240,141,6.5,5.9,8.5,0,74.8,0,0,0,0,286.2,0,0,118,32.5,0,0,0,0,34,2.89,Leche entera
Leche Lala entera,,,240,240,139,7.5,7.2,12,0,0,0,0,0,0,247.7,0,0,120,0,0,0,0,0,31,3.72,Leche entera
Leche entera ultrapasteurizada,,,240,240,134,7,7,11.3,0,0,0,0,0,0,0,0,0,168,14.4,0,0,0,0,31,3.503,Leche entera
Leche Lala Vive Deslactosada semidescremada,,,240,240,109,7.5,3.8,11.1,0,0,0,0,0,0,247.7,0,0,166.9,0,0,0,0,0,31,3.441,Leche semidescremada
Leche lala semidescremada,,,240,240,109,7.5,3.8,11.1,0,0,0,0,0,0,247.7,0,0,120,0,0,0,0,0,31,3.441,Leche semidescremada
Leche Lactium MX,,,240,240,109,7.2,4,11,0,330,0,0,0,0,264,0,0,100,21,0,0,0,0,31,3.41,Leche semidescremada
Leche Alpura Light Extra,,,240,240,103,8,2.4,14,0,144,0,0,0,0,336,0,0,134.4,0,0,0,0,0,27,3.78,Leche descremada
Leche Light Extra,,,240,240,103,8,2.4,14,0,144,0,0,0,0,336,0,0,134.4,0,0,0,0,0,27,3.78,Leche descremada
Leche de soya,,,240,240,79,6.6,4.6,4.3,0,7,0,0,0,0,10,0,0,29,0,0,0,0,0,44,1.892,Leche descremada
Leche descremada con chocolate,,,240,240,77,5.8,1,12.5,0,0,0,0,0,0,297.6,0,0,115.2,0,0,0,0,0,34,4.25,Leche descremada
Leche semidescremada 2%,,,234,234,116,7.8,4.5,11.2,0,133.4,0,0,0,0,285.1,0,0,40.5,17.3,0,0,0,0,31,3.472,Leche semidescremada
Leche semidescremada,,,233,233,116,7.7,4.4,11.2,0,0,0,0,0,0,284,0,0,123,18.6,0,0,0,0,31,3.472,Leche semidescremada
Leche Lala Vive sin colesterol con omega 3,,,228,228,115,8.3,3.6,12.3,0,0,0,0,0,0,301,0,0,116.4,0,0,0,0,0,27,3.321,Leche semidescremada
Yoghurt,,,227,227,139,7.9,7.4,10.6,0,68,0,0,0,0,274,0,0,105,29,0,0,0,0,35,3.71,Leche entera
Yoghurt natural,,,227,227,139,7.9,7.4,10.6,0,68,0,0,0,0,274,0,0,105,29,0,0,0,0,35,3.71,Leche entera
Leche con vainilla,,,218,218,207,6.4,6.6,31,0,56.8,0,0,0,0,200.9,0,0,120.1,24,0,0,0,28,34,10.54,Leche con azúcar
Leche Lala Extracalcio Deslactosada,,,218,218,114,8.3,3.5,12.5,0,0,0,0,0,0,332,0,0,131,0,0,0,0,0,31,3.875,Leche semidescremada
Leche Lala Extracalcio semidescremada,,,218,218,114,8.3,3.5,12.5,0,0,0,0,0,0,332,0,0,131,0,0,0,0,0,31,3.875,Leche semidescremada
Leche malteada sabor fresa,,,182,182,204,7,5.5,32.4,0,45.6,0,0,0,0,266.3,0,0,173.3,21.9,0,0,0,32,34,11.016,Leche con azúcar
Leche malteada sabor chocolate,,,180,180,214,5.5,4.9,38.1,0,32.4,0,0,0,0,237.6,0,0,199.8,19.8,0,0,0,38,34,12.954,Leche con azúcar
Malteada de fresa,,,180,180,203,6.1,5,34,0,46.8,0,0,0,0,203.4,0,0,149.4,19.8,0,0,0,33,34,11.56,Leche con azúcar
Leche malteada sabor vainilla,,,180,180,202,6.9,5.5,32,0,45,0,0,0,0,262.8,0,0,171,21.6,0,0,0,32,34,10.88,Leche con azúcar
Yoghurt Light,,,180,180,95,6.4,0,15.9,0,0,0,0,0,0,158.8,0,0,100.6,5.3,0,0,0,0,33,5.247,Leche descremada
Yoghurt Light de fruta,,,180,180,95,5.3,0,16.9,0,0,0,0,0,0,211.8,0,0,79.4,5.3,0,0,0,0,52,8.788,Leche descremada
Helado de yogur,,,158,158,201,4.8,5.7,34.2,0,60.2,0,0,0,0,158.3,0,0,99.8,20.6,0,0,0,34,80,27.36,Leche con azúcar
Helado de yogur de fresa,,,158,158,201,4.8,5.7,34.2,0,60.2,0,0,0,0,158.3,0,0,99.8,20.6,0,0,0,34,80,27.36,Leche con azúcar
Malteada de chocolate,,,156,156,198,5.3,5.8,32,0,39,0,0,0,0,176.3,0,0,151.3,20,0,0,0,29,34,10.88,Leche con azúcar
Yoghurt Lala Vive con fibra,,,150,150,140,5.9,4.2,22.1,0,0,0,0,0,0,169.5,0,0,81,0,0,0,0,0,35,7.735,Leche entera
Helado de vainilla bajo en calorias,,,132,132,218,6.3,6.4,34.1,0,167.6,0,0,0,0,212.5,0,0,97.7,13.2,0,0,0,29,68,23.188,Leche con azúcar
Malteada de vainilla,,,130,130,192,4.4,8.4,25.4,0,117.9,0,0,0,0,149,0,0,105,29.8,0,0,0,18,34,8.636,Leche con azúcar
Leche evaporada semidescremada,,,130,130,101,8.1,2,12.2,0,0,0,0,0,0,324,0,0,141.8,20.3,0,0,0,0,34,3.842,Leche semidescremada
Yoghurt Lala batido,,,125,125,121,4.1,2.9,20,0,0,0,0,0,0,131.3,0,0,106.3,0,0,0,0,0,35,7,Leche entera
Helado de fresa bajo en calorias,,,123,123,200,6,5.7,31.2,0,539.3,0,0,0,0,208.6,0,0,87.6,18.5,0,0,0,28,68,21.216,Leche con azúcar
Leche clavel,,,120,120,150,7.5,7.5,11.3,0,0,0,0,0,0,300,0,0,112.5,37.5,0,0,0,0,34,3.842,Leche entera
Leche evaporada,,,120,120,150,7.5,7.5,11.3,0,0,0,0,0,0,300,0,0,112.5,37.5,0,0,0,0,34,3.842,Leche entera
Leche entera evaporada,,,120,120,150,7.5,7.5,11.3,0,0,0,0,0,0,300,0,0,112.5,37.5,0,0,0,0,31,3.503,Leche entera
Leche evaporada descremada,,,120,120,94,9,0.4,13.5,0,138.8,0,0,0,0,348.8,0,0,138.8,3.8,0,0,0,0,34,4.59,Leche descremada
Leche evaporada semidescremada,,,120,120,94,7.5,1.9,11.3,0,0,0,0,0,0,300,0,0,131.3,18.8,0,0,0,0,34,3.842,Leche descremada
Chongos zamoranos,,,108,108,194,6.5,3.2,34.6,0,21.6,0,0,0,0,220.3,0,0,54,10.8,0,0,0,30,65,22.49,Leche con azúcar
Helado napolitano,,,102,102,205,3.6,11.2,24.1,0,120.4,0,0,0,0,130.6,0,0,81.6,44.9,0,0,0,22,62,14.942,Leche con azúcar
Helado de chocolate,,,99,99,214,3.8,10.9,27.9,0,114.8,0,0,0,0,107.9,0,0,75.2,33.7,0,0,0,25,68,18.972,Leche con azúcar
Helado de chocolate bajo en calorias,,,99,99,199,5,7.1,28.7,0,59.4,0,0,0,0,157.4,0,0,70.3,9.9,0,0,0,24,68,19.516,Leche con azúcar
Helado de vainilla,,,99,99,199,3.5,10.9,23.4,0,114.8,0,0,0,0,126.7,0,0,79.2,43.6,0,0,0,21,62,14.508,Leche con azúcar
Helado de fresa,,,99,99,190,3.2,8.3,27.3,0,95,0,0,0,0,118.8,0,0,59.4,28.7,0,0,0,23,62,16.926,Leche con azúcar
Alón de pollo con piel cocido,,,98,51,117,11.6,8.6,0,0,20.4,0,0,0.6,0,6.1,9.4,0,34.1,35.7,0,0,0,0,0,0,AOAAG
Alón de pollo con piel crudo,,,95,51,114,9.4,8.2,0,0,22.6,0,0,0.5,0,6.2,8,0,37.4,39.5,0,0,0,0,0,0,AOAAG
Helado de café,,,91,91,195,3.4,10,25.5,0,106.8,0,0,0,0,98.6,0,0,68.8,30.8,0,0,0,23,62,15.81,Leche con azúcar
Yogurt bajo en grasa,,,75,75,83,2.7,0.8,16,0,0,0,0,0,0,99,0,0,36.6,5,0,0,0,0,33,5.28,Leche descremada
Queso ricotta,,,62,62,107,6.9,8,1.9,0,72,0,0,0.2,0,127.5,1,0,51.6,31.2,0,0,0,0,0,0,AOAAG
Huevo revuelto,,,60,60,100,6.7,7.3,1.3,0,84,0,0,0.7,0,42.6,1.5,0,168,211.5,0,0,0,0,0,0,AOAAG
Ostión ahumado,,,55,55,109,4.9,6.9,6.4,0,49.8,0,0,3.8,0,34.3,3.8,0,229.7,44.6,0,0,0,0,0,0,AOAAG
Ostión empanizado,,,55,55,109,4.9,6.9,6.4,0,49.8,0,0,3.8,0,34.3,3.8,0,229.7,44.6,0,0,0,0,0,0,AOAAG
Tripas de res,,,55,50,109,5.6,9.5,0,0,26.2,0,0,0.9,0,5.9,0,0,22.8,74.3,0,0,0,0,0,0,AOAAG
Cecina de res,,,50,50,98,7.3,7.4,0,0,0,0,0,0.8,0,3.5,1.4,0,602.4,42.6,0,0,0,0,0,0,AOAAG
Pata de carnero cocida,,,50,35,38,7.4,7.4,0,0,0,0,0,0.4,0,18.2,2.8,0,0,0,0,0,0,0,0,0,AOAAG
Pescuezo de pollo con piel sin hueso,,,50,32,95,4.5,8.4,0,0,20.8,0,0,0.6,0,5.8,0.5,0,20.5,31.7,0,0,0,0,0,0,AOAAG
Pollo rostizado,,,50,28,80,6.7,6.3,0,0,57.4,0,0,0.5,0,2.8,1.6,0,0,0,0,0,0,0,0,0,AOAAG
Salchicha vienna,,,48,48,110,5,9.3,1.2,0,0,0,0,0.4,0,4.8,0.9,0,465.1,41.8,0,0,0,0,0,0,AOAAG
Huevo estrellado,,,46,46,90,6.3,7,0.4,0,88.8,0,0,0.9,0,27.1,2.1,0,93.8,210.2,0,0,0,0,0,0,AOAAG
Huevo frito,,,46,46,90,6.3,7,0.4,0,88.8,0,0,0.9,0,27.1,2.1,0,93.8,210.2,0,0,0,0,0,0,AOAAG
Cordero,,,46,37,104,6.1,8.6,0,0,0,0,0,0.6,0,5.9,1.2,0,21.7,26.9,0,0,0,0,0,0,AOAAG
Ubre,,,45,45,105,6.9,8.4,0,0,0,0,0,1.2,0,31.5,0,0,0,0,0,0,0,0,0,0,AOAAG
Queso crema light,,,45,45,104,4.8,7.9,3.2,0,81.5,0,0,0.8,0,50.4,0.2,0,133.2,25.2,0,0,0,0,0,0,AOAAG
